trans_id,trans_sales_amt,customer_name,category
53792,462630,EZU,876
22043,194403,OMB,429
52972,454018,JVF,39
63626,444549,PIB,1364
59739,73377,QAD,535
12020,475313,RGN,1093
17970,49927,SKS,637
48892,446520,RKQ,5
58778,7309,CTS,291
5620,73272,PYW,321
31712,140259,WQG,1326
24543,168460,GXR,977
33324,66158,CKB,434
60982,410552,UCY,492
50676,297009,SHM,1151
47051,1886,JBB,959
33386,487145,XIM,968
25306,132989,XHZ,1120
11328,280688,IWC,394
30246,261163,WUF,258
61486,100824,TZT,1001
12787,63441,RFK,327
23812,430315,MZJ,362
44966,439913,IOQ,41
15227,283650,CTI,598
44724,22018,LBX,1256
35381,402555,QVM,653
3404,78311,RNE,659
63225,300583,UCZ,1487
42110,243185,DEH,1134
11187,242302,ITX,243
63735,496579,GNI,327
38117,93370,DAF,1441
57804,55603,HFH,1137
64046,181278,IMJ,262
46142,285352,EHE,933
16868,378928,LZF,1327
44801,185389,FQB,1211
48992,11905,XSK,957
48701,404871,UPC,121
26797,69553,GOW,451
13591,284925,SGP,1242
19441,420689,ETX,496
47844,471906,ZVO,399
17526,471415,OQI,872
54956,344450,JQF,1310
27233,427829,KNC,257
39366,327323,ISO,1144
4968,481265,QVB,557
4369,70255,KHL,404
6457,20257,SPT,726
38131,393859,UOH,817
30055,32997,ZTG,407
59020,378673,XDI,1023
55992,323446,DPB,1366
3092,219432,YSH,809
21905,386963,LUK,1257
18005,54260,IHR,1238
9615,277929,CKV,1131
30626,208026,RLF,1109
48017,493253,OAD,539
3716,287004,LLH,1253
29667,132714,ESX,415
1744,417920,XCJ,662
43649,230219,WJR,931
9358,129369,MNV,460
48327,48343,SPK,344
9067,291176,WJX,660
51497,309742,XVJ,1481
52423,483388,FFL,1121
10073,313884,KOG,30
4395,203306,KPI,134
41978,113046,NAB,29
35902,348469,NAI,1289
42922,467849,EOI,561
38279,358101,VCJ,1177
21593,280101,FLU,443
41416,135089,EIL,1203
55327,247376,FGC,902
63301,360256,QZA,992
50635,353707,XJL,990
63495,411355,JKF,259
8663,30491,GDL,472
30518,458537,OZG,231
52891,498133,PXJ,1380
18730,186149,ONR,1393
23337,268757,NZE,506
21268,356098,AXL,316
15332,354369,ODR,379
18190,215263,JCF,1041
38488,417560,EVP,647
38613,213357,JYD,232
31413,445299,UTG,507
42277,255138,RXD,923
24413,314312,FPN,1248
51962,446333,NMW,847
12111,272599,DCR,123
32242,160044,YMU,157
46831,493195,TML,1081
36679,484966,EGB,487
30618,59654,EPE,1174
56962,442241,KDI,854
44034,200386,NBN,1263
56680,81565,VTW,62
12836,21215,NZI,945
27879,340198,NBZ,582
45117,292704,QSE,23
13838,325635,XAB,105
12294,154929,YOB,344
5532,418832,XDD,1414
18234,476304,AUM,366
59361,387930,NJK,545
2826,357369,CAF,768
3632,277690,AMJ,8
27276,106007,FDT,640
28778,45019,THQ,201
34448,373110,CKF,623
7632,211802,TFP,459
9802,374536,CCX,509
27890,463263,PWR,1300
13432,495718,YAH,576
35728,202377,MPL,960
56404,433908,AWI,262
35899,465010,MPI,673
13175,81220,ZDT,1261
51867,305244,OIN,1349
25269,365747,IYM,1065
62181,146271,DUS,807
56328,428007,KSA,377
56806,190429,BJR,1442
47865,153582,NYB,161
28793,10247,HYU,595
46002,39084,BVG,846
40686,404270,KDG,245
8725,428629,HGH,977
3907,311475,FIO,219
22517,297916,FWY,336
8615,139599,YXP,88
61492,94476,AFA,423
30059,460262,GXA,540
15342,212186,GHL,222
25217,353728,FAY,1217
12856,236025,OIE,564
54769,75662,USC,983
8210,284399,QWI,236
22633,424595,VUV,1055
57634,488700,UKP,143
12250,153236,QCZ,322
4295,86247,SUN,1460
48529,7329,SEP,871
60030,267555,CMK,247
60437,253072,AXL,1307
34288,164045,PZX,1266
27052,263037,KRA,369
16097,20314,TUZ,50
27565,310809,LFF,959
55396,390432,GXB,1156
1989,234634,VYS,857
24033,491536,AXF,963
43181,329858,NTJ,270
21853,460685,BJK,739
43455,364025,BOH,946
5292,388178,VVM,1319
15711,284246,AIF,268
38819,368184,JNA,602
7711,302112,YXD,619
41525,473485,PWB,17
55818,1027,KSD,600
48501,82857,COE,1185
48930,93265,WMH,1192
34784,396083,LVG,641
39255,496371,BWI,1306
30354,301911,WTY,1252
54202,280015,RTZ,1177
64250,151325,KRV,1191
9539,6398,QXO,1096
47698,478440,WUL,412
33776,285814,RQN,1333
35910,499779,USR,1424
36482,225800,UVV,742
25449,422646,KRD,1205
54064,176539,SYS,900
55982,471881,XYY,1027
48119,486785,MTF,684
48224,450825,PVF,1205
43732,48305,DLV,363
48573,207261,XEV,871
63767,114471,BWZ,1068
33115,496091,YAH,1163
58469,250761,EWL,1489
52012,389305,QPG,978
26158,493539,KUN,76
60323,211423,SQU,960
15547,246358,NRN,1274
31746,26522,ODJ,106
47431,276768,XQZ,1049
24227,147212,ILM,524
22172,372916,NWJ,98
49689,193900,EKH,123
32824,304803,QCZ,1291
5669,32136,IES,692
62947,171047,HSY,745
20976,377600,GZY,637
58156,78293,XIG,379
3639,269775,TUU,352
6612,205362,GTE,1152
49121,69464,TIZ,1072
26549,441493,UYX,1127
47660,302573,EOG,687
54705,343873,SXC,99
45300,133574,AJW,603
11943,358166,UBW,860
19694,347,BBU,37
50042,176653,GIO,861
59789,483304,NJF,636
13630,438491,ZZM,1435
19520,232693,FYT,310
23679,496900,REO,616
51447,493075,XBY,981
16085,1763,UKX,1373
7782,361970,DJV,777
26212,439074,JJP,554
42124,178214,WYU,1037
17334,446479,NJR,277
51473,30315,CNU,362
35263,99055,VQR,381
49779,288306,GQC,1302
15147,110183,DGT,451
35163,44852,OZS,765
15203,426230,BHC,163
918,484812,QZR,681
44958,333203,LVS,97
61916,245458,JVU,1177
59874,328835,FBN,997
30260,242314,APV,30
38282,3810,UHL,451
44919,371980,LHU,109
40251,475229,WWC,537
25632,50110,YFQ,550
19547,389201,GAW,958
9055,395505,JED,1188
10375,241509,XZI,1273
23402,143706,CPY,1282
20263,384289,CJH,1297
6404,269235,UWC,1419
41399,44792,ZOO,236
1894,75329,HCU,61
29856,394497,GON,1267
41725,255605,FSD,40
28199,130867,XLW,924
26554,421774,NVJ,911
16610,294435,NVU,1311
58836,195950,HAW,269
12469,407028,NDC,1437
21313,210508,POS,1443
12643,344990,HSR,751
28468,79162,QBW,1369
17527,330519,ENR,433
4804,197015,CUG,188
28279,140469,ZNW,697
19207,90248,QEG,410
27206,403045,HKF,1401
42218,65797,YDZ,590
53272,219303,FWR,1449
47250,422898,AXI,256
36778,219760,ILC,1039
43868,46176,CIR,1300
32955,169815,UCB,253
54938,340324,UBO,368
45475,404355,AAW,1221
24103,412113,ETD,921
14192,355435,HTS,440
3700,310284,IEY,1410
64739,304160,YCK,400
49673,326480,HSZ,1110
20654,161249,BXZ,335
23950,60891,SPV,101
6632,151464,VIX,860
18314,205265,FTO,1400
23702,288689,KQK,746
40855,254188,SIH,184
5729,67299,ODW,23
1769,322939,YXC,1414
27635,149113,MPK,695
3900,401161,NOV,1273
6278,332618,HFS,1170
8541,425188,GED,66
5982,347398,TAJ,518
48897,321817,FMM,1210
229,300919,XTG,560
44676,37730,LWA,542
45118,219312,NDH,1267
856,373576,XMA,1154
29098,499336,FNY,634
60845,29758,XUT,1084
25215,345598,CFG,1082
2975,282103,UKA,895
52839,50928,FLB,349
60223,493896,FBB,448
58071,464159,IGR,1340
1208,392703,ROU,38
6746,223249,SHH,920
58992,260947,HTC,124
10888,318602,QCU,729
16048,138595,JBT,1373
20071,278165,BOY,930
27020,10146,IOP,1417
46902,233156,ASC,589
64455,335290,NMU,844
46122,289633,HQE,951
50674,213503,FCL,342
365,160304,EFD,851
25060,173648,YNV,924
34487,413178,TYM,472
12201,160842,QEK,1098
57283,321107,YKB,1144
26234,31688,MFI,222
38157,494287,POV,1261
35153,403714,ZQJ,988
64241,245613,NFT,167
46374,103633,YMF,236
36294,286133,OOZ,616
23656,294415,UZG,1062
32180,154266,ESL,198
21565,136782,IAL,801
37077,333606,IDA,468
2048,211237,VEL,1035
39606,110200,ZLY,498
27723,17513,VJZ,189
1685,473433,PKO,971
26835,191163,UKD,1489
57257,314541,PCG,1139
25913,318705,BCN,1258
15895,134348,QUZ,1154
21508,483516,YSO,182
62666,164228,PNZ,815
40360,463214,XHZ,1239
40893,360445,OBW,1499
56869,219665,CQR,1149
18698,230090,EPG,1068
47976,245200,ZGR,155
12637,398320,DNA,749
20988,390203,SRZ,1350
8163,322054,XZU,1134
1769,335487,OFN,597
22091,94549,RXB,276
57144,310472,HKK,164
31082,289796,WMH,391
31592,240313,RQU,543
48376,354196,OIO,839
17956,247314,XOE,325
43388,64966,SHR,22
11107,481415,JFS,748
2902,35928,MPD,875
52753,356812,XEU,715
43401,179489,LFK,1381
31289,237079,QZB,942
60547,227629,EZY,1429
29642,86192,DIR,440
41235,122313,AFQ,1410
30772,141842,OBT,520
25776,412007,CBO,50
56779,124121,OEY,849
30541,365004,ZDZ,1139
37691,262109,TRO,321
2642,173508,AJB,959
46755,62162,SCL,1433
20316,358425,ZXY,733
22166,104292,CQE,259
34823,408745,JSI,215
6614,240724,JOG,155
49124,272005,QDG,1230
38491,375443,GTS,596
1431,264115,YEP,1148
51291,428467,JDP,48
44411,103676,BBE,193
51348,4081,JOJ,1144
7914,486790,JGD,896
24460,292535,OXU,190
43960,284530,QAS,1057
28144,470842,MQX,1466
11410,60377,HMY,460
30297,299249,PQV,126
54328,391270,NSY,1191
28681,381099,WQK,398
25105,121613,BZG,328
23057,285914,UXK,936
24506,309923,RHW,274
1637,90868,ULA,1405
35294,126032,JMM,85
51247,301650,VPM,355
10527,360412,NZB,8
8704,311391,FEU,867
52543,139759,MAA,34
58955,334888,QQS,116
20426,302205,JNC,1318
63716,366619,EJO,1373
487,214857,WNL,769
2648,182523,EMK,1416
50275,194984,WJB,464
23616,307062,SGP,1486
13727,63714,KAG,684
61179,124247,QBT,657
2300,280719,UFL,293
9036,406010,JWB,384
24299,178995,CYU,548
13929,264602,JNW,595
21956,124914,AXK,140
47847,145493,IDP,353
17794,398521,VYO,139
7637,240643,FVJ,389
49799,359655,IFK,1339
24897,12974,ESA,1241
4209,44068,UHY,1319
43062,408212,CEP,100
1928,89880,WVV,952
1260,149377,BZR,329
1990,28327,IKH,369
7214,483728,AEC,715
38938,145514,OUP,1021
24470,133592,QMN,59
13172,20827,YJE,484
45207,141543,TOI,334
19214,165731,JKK,961
38465,314085,ULX,342
12292,433376,OIE,813
64235,251061,YHF,905
16735,252923,KBN,1261
15250,311278,YQS,341
49528,100866,PAC,438
30028,496059,QOJ,603
8343,4911,CZZ,1355
40727,197460,NJT,26
25282,172257,EUU,928
44340,221621,DQC,159
16990,409191,ZXL,316
49537,351779,JHF,465
46755,161159,BRZ,75
49645,37825,NOZ,1243
15931,121574,APR,1104
25756,428377,IZU,1167
27513,262983,PEB,378
5220,486341,WMR,72
27082,435728,BLD,242
62850,50954,SWH,212
42933,415161,NXG,982
6974,464715,CRJ,105
4896,462272,MYQ,1087
40115,64333,EKV,268
5867,472471,ZHD,131
28740,113485,TAI,30
29134,278574,ULC,1463
4427,103527,MKG,1455
60744,215353,CJO,1335
52722,471816,BQE,813
45179,475437,ULN,903
32869,54347,FXE,74
36997,177333,BZU,962
31920,457043,END,1363
64150,469411,VIM,1162
24747,54672,QBE,971
18522,183877,GSG,80
54663,418664,UTF,1108
38688,187792,DOG,1045
58264,30894,WWS,210
20185,196604,WRU,1037
26093,195198,HDA,191
63467,111622,DPO,778
41797,133091,QLD,1414
58974,12396,JGF,1200
51459,104856,OFF,132
60995,426117,AZO,869
2004,153015,NSR,1223
19595,150998,DJP,71
10003,236051,BME,1465
17766,176359,HBO,910
27458,354921,QGI,1212
43818,394374,JYU,792
40221,66763,ZWR,719
27726,257055,LNN,656
51791,479222,FYC,1236
47097,232856,ZCY,39
36864,476141,SFL,264
56128,223955,OTW,1224
32174,479684,WWT,49
54799,371852,YYD,60
39482,367479,BDT,176
31607,119445,RMG,367
19161,169753,DFI,493
12554,13178,KCP,894
28971,141207,HIX,354
23265,272073,ZTO,1227
20502,54298,QKY,837
9820,235012,QXD,737
49215,112368,PHT,700
39445,292800,APV,213
44748,11753,ZHT,1222
63196,217252,LIU,674
54459,334577,RXT,740
15428,405192,VYV,1021
12584,465649,UBP,549
28433,157102,ETV,1140
59680,141049,FWX,764
40092,41362,WRL,1323
21654,280886,AEG,632
43748,356996,OQT,287
52979,336742,GPH,586
24911,474187,LKS,119
28104,452571,WBY,1462
20615,119247,CYC,996
3357,224610,ZQF,1427
6862,174849,COG,113
17636,43412,CMD,928
54202,425958,BOL,1032
33973,427548,HQI,1054
16173,42711,XPT,832
58565,9685,NVA,226
59676,292395,UQB,1213
18303,263913,DGR,1167
58401,2648,YDI,1328
13182,244531,JXX,1248
35878,438786,XXV,1408
40859,42871,JZX,854
29724,281085,XVV,201
7850,454050,UAW,1158
19382,477870,KJY,1019
39088,281703,BMC,570
53572,29885,MKV,649
48590,131144,MWY,737
17114,287181,RPK,233
12712,433610,DCM,904
3380,209639,LWN,495
54359,3236,QKA,998
26985,356296,KON,586
57742,185447,PWP,1429
27871,68835,QNR,480
63824,472535,RTN,997
2084,433301,EQB,1121
40731,442857,VFW,1229
46367,256217,IZN,673
8214,389458,TZW,607
13419,371004,UAG,546
10997,233662,VTT,1424
8389,200915,YLO,889
49345,70676,XQM,474
34604,358155,FVK,1417
19803,216728,SHA,647
17254,90386,VPD,995
46778,91565,OXV,218
18657,375453,XYX,933
64415,493012,WHQ,1360
39012,334450,YTV,262
19280,476178,TXR,1109
58277,487992,YUI,707
22158,53306,GMC,9
4405,439804,JQK,833
18073,99952,BKX,446
56555,210702,HRK,1392
48852,133194,CAW,193
60331,303402,XMB,1316
42400,287982,BGO,415
58492,395341,EGN,311
386,409922,QIJ,1403
61983,315446,AHM,1416
13687,276599,PSI,868
32658,364915,LCD,712
29543,468910,MUB,1083
31410,132508,PNO,710
46985,258839,VNT,1497
21651,78158,CKO,1472
13066,149250,HQX,791
11260,136458,BYJ,527
40942,441233,ULB,15
17211,89923,PIL,803
12675,276968,SLT,147
36677,236329,EPT,3
6582,401843,YVJ,1180
23421,471750,SVS,506
44653,251082,VIC,1144
22429,274376,THX,457
38017,83008,EQR,476
40709,118792,ZOR,597
9277,396113,NFC,556
30032,58859,ROT,1227
31588,65971,IAZ,964
61004,482387,ATH,1265
37314,32834,JXW,85
36206,123261,UML,1359
18352,249249,RWZ,697
60882,300459,ZUO,332
29451,221473,DNM,1142
4543,497628,RBJ,11
27361,320852,UYB,396
55839,84542,SHK,1078
9566,440025,MCY,5
12340,259870,XIE,844
33693,42085,PTN,406
57355,69974,WDB,887
60587,78790,UKV,139
55774,385474,LEK,1382
28535,30325,BFN,607
38695,488820,BOO,627
42769,292005,JKA,961
15649,57755,KSC,1307
28144,380805,SDA,55
63888,182696,IOE,813
59247,92208,CPV,606
21616,331637,HKK,1381
37400,459291,ZWU,532
60875,89639,IWS,916
38681,310286,PSH,891
47656,291962,VOL,419
6872,345968,ZLA,1021
12887,274797,WBJ,52
8803,208266,YLS,1384
10158,481679,AOI,808
19918,212583,MOL,93
26952,220308,HNX,1016
38709,232972,LGD,947
63859,333858,LSI,570
6554,220932,ZKO,1095
26421,5563,ESF,174
35474,89789,UVU,727
59561,436364,JUK,1411
30323,382651,OLH,521
50708,44089,BAB,368
37341,279347,OXP,987
30289,126653,NRZ,1159
56584,350058,QEQ,580
20069,376081,KOV,122
39369,363657,EQY,1374
34429,61297,GAX,999
41158,499627,LCO,978
41986,230776,GFY,1325
24373,357882,HSU,669
39046,470400,NCO,850
63708,30216,WLD,883
59081,24910,JXX,1046
10086,261146,IRR,417
4131,281638,GRA,719
33840,121269,SKR,867
11116,191805,VJL,1385
63783,139619,RIR,183
5319,51008,OBK,1341
4609,356178,ZSP,923
20583,126413,MJB,743
18816,456047,CXR,216
13684,43304,ECS,60
58955,191456,LBV,288
34147,401282,SVO,687
61147,280937,SHK,730
39119,209007,KBX,503
59032,87623,WZU,890
8224,71921,XQO,212
21889,472584,QKT,1401
28823,447752,TTJ,981
38022,289318,FNM,675
36247,474185,JZU,66
47140,486623,WWB,1355
60725,498154,DIR,1376
16134,93711,KQN,109
57265,21241,CLT,1173
34638,12008,CAE,239
54429,231236,UXK,242
18969,306113,YAX,842
61205,275087,PWY,625
23073,40869,WTR,1358
46947,360791,LSD,148
55425,364970,ABM,57
6868,230144,AWA,606
11212,21422,PPJ,1472
49651,480192,EHC,293
18241,262373,VSK,791
48981,427087,LOY,981
39877,224558,KCZ,854
10613,54148,RVF,349
50656,79508,CTP,273
48249,306766,RVT,385
25008,138712,KGZ,963
58860,97531,FQT,225
21600,191039,BVH,788
61986,496284,CYI,559
15948,329622,TDD,375
43147,90441,WCQ,311
51867,139188,DHP,566
38982,424990,GKP,1347
36885,466836,LWH,864
2273,229527,AHO,122
39474,318323,CMZ,132
45619,16729,NMD,958
